"species"
"Astacilla longicornis"
"Astacilla mediterranea"
"Astarte acuticostata"
"Astarte arctica"
"Astarte borealis"
"Astarte concha"
"Astarte crenata"
"Astarte elliptica"
"Astarte fusca"
"Astarte montagui"
"Astarte montagui orientalis"
"Astarte nana"
"Astarte sp."
"Astarte sulcata"
"Astarte triangularis"
"Astarte undata"
"Astartidae"
"Asterias amurensis"
"Asterias militaris"
"Asterias panopla"
"Asterias rubens"
"Asterias sp."
"Asterina batheri"
"Asterina borealis"
"Asterina gibbosa"
"Asterina pectinifera"
"Asteroidea"
"Asterope mariae"
"Asterope norvegica"
"Asteropella slatteryi"
"Asthenognathus atlanticus"
"Asthenognathus inaequipes"
"Asthenothaerus diegensis"
"Asthenothaerus hemphilli"
"Asthenothaerus rushii"
"Asthenothaerus sematana"
"Asthenothaerus sp."
"Astraea rugosa"
"Astropecten aranciacus"
"Astropecten bispinosus"
"Astropecten filiformis"
"Astropecten indicus"
"Astropecten irregularis"
"Astropecten irregularis irregularis"
"Astropecten irregularis pentacanthus"
"Astropecten irregularis typicus"
"Astropecten jonstoni"
"Astropecten pentacanthus"
"Astropecten scoparius"
